COUNTYFP,MODE_USAGE,STATE,Attribute,Value
34001,ALWAYS,New Jersey,RARELY,0.041
34001,ALWAYS,New Jersey,SOMETIMES,0.03
34001,ALWAYS,New Jersey,FREQUENTLY,0.176
34001,ALWAYS,New Jersey,ALWAYS,0.734
34003,ALWAYS,New Jersey,NEVER,0.02
34003,ALWAYS,New Jersey,RARELY,0.014
34003,ALWAYS,New Jersey,SOMETIMES,0.053
34003,ALWAYS,New Jersey,FREQUENTLY,0.151
34003,ALWAYS,New Jersey,ALWAYS,0.762
34005,ALWAYS,New Jersey,NEVER,0.023
34005,ALWAYS,New Jersey,RARELY,0.02
34005,ALWAYS,New Jersey,SOMETIMES,0.043
34005,ALWAYS,New Jersey,FREQUENTLY,0.134
34005,ALWAYS,New Jersey,ALWAYS,0.779
34007,ALWAYS,New Jersey,NEVER,0.028
34007,ALWAYS,New Jersey,RARELY,0.005
34007,ALWAYS,New Jersey,SOMETIMES,0.027
34007,ALWAYS,New Jersey,FREQUENTLY,0.137
34007,ALWAYS,New Jersey,ALWAYS,0.802
34009,ALWAYS,New Jersey,NEVER,0.013
34009,ALWAYS,New Jersey,RARELY,0.011
34009,ALWAYS,New Jersey,SOMETIMES,0.022
34009,ALWAYS,New Jersey,FREQUENTLY,0.214
34009,ALWAYS,New Jersey,ALWAYS,0.74
34011,ALWAYS,New Jersey,NEVER,0.032
34011,ALWAYS,New Jersey,RARELY,0.006
34011,ALWAYS,New Jersey,SOMETIMES,0.058
34011,ALWAYS,New Jersey,FREQUENTLY,0.142
34011,ALWAYS,New Jersey,ALWAYS,0.762
34013,ALWAYS,New Jersey,NEVER,0.035
34013,ALWAYS,New Jersey,RARELY,0.014
34013,ALWAYS,New Jersey,SOMETIMES,0.085
34013,ALWAYS,New Jersey,FREQUENTLY,0.183
34013,ALWAYS,New Jersey,ALWAYS,0.682
34015,ALWAYS,New Jersey,NEVER,0.047
34015,ALWAYS,New Jersey,RARELY,0.01
34015,ALWAYS,New Jersey,SOMETIMES,0.052
34015,ALWAYS,New Jersey,FREQUENTLY,0.145
34015,ALWAYS,New Jersey,ALWAYS,0.746
34017,ALWAYS,New Jersey,NEVER,0.022
34017,ALWAYS,New Jersey,RARELY,0.019
34017,ALWAYS,New Jersey,SOMETIMES,0.077
34017,ALWAYS,New Jersey,FREQUENTLY,0.211
34017,ALWAYS,New Jersey,ALWAYS,0.67
34019,ALWAYS,New Jersey,NEVER,0.007
34019,ALWAYS,New Jersey,RARELY,0.038
34019,ALWAYS,New Jersey,SOMETIMES,0.065
34019,ALWAYS,New Jersey,FREQUENTLY,0.085
34019,ALWAYS,New Jersey,ALWAYS,0.804
34021,ALWAYS,New Jersey,NEVER,0.017
34021,ALWAYS,New Jersey,RARELY,0.014
34021,ALWAYS,New Jersey,SOMETIMES,0.05
34021,ALWAYS,New Jersey,FREQUENTLY,0.162
34021,ALWAYS,New Jersey,ALWAYS,0.757
34023,ALWAYS,New Jersey,NEVER,0.02
34023,ALWAYS,New Jersey,RARELY,0.016
34023,ALWAYS,New Jersey,SOMETIMES,0.054
34023,ALWAYS,New Jersey,FREQUENTLY,0.146
34023,ALWAYS,New Jersey,ALWAYS,0.765
34025,ALWAYS,New Jersey,NEVER,0.01
34025,ALWAYS,New Jersey,RARELY,0.022
34025,ALWAYS,New Jersey,SOMETIMES,0.041
34025,ALWAYS,New Jersey,FREQUENTLY,0.164
34025,ALWAYS,New Jersey,ALWAYS,0.764
34027,ALWAYS,New Jersey,NEVER,0.023
34027,ALWAYS,New Jersey,RARELY,0.018
34027,ALWAYS,New Jersey,SOMETIMES,0.049
34027,ALWAYS,New Jersey,FREQUENTLY,0.191
34027,ALWAYS,New Jersey,ALWAYS,0.72
34029,ALWAYS,New Jersey,NEVER,0.012
34029,ALWAYS,New Jersey,RARELY,0.056
34029,ALWAYS,New Jersey,SOMETIMES,0.055
34029,ALWAYS,New Jersey,FREQUENTLY,0.104
34029,ALWAYS,New Jersey,ALWAYS,0.772
34031,ALWAYS,New Jersey,NEVER,0.029
34031,ALWAYS,New Jersey,RARELY,0.015
34031,ALWAYS,New Jersey,SOMETIMES,0.063
34031,ALWAYS,New Jersey,FREQUENTLY,0.138
34031,ALWAYS,New Jersey,ALWAYS,0.756
34033,ALWAYS,New Jersey,NEVER,0.041
34033,ALWAYS,New Jersey,RARELY,0.043
34033,ALWAYS,New Jersey,SOMETIMES,0.036
34033,ALWAYS,New Jersey,FREQUENTLY,0.154
34033,ALWAYS,New Jersey,ALWAYS,0.726
34035,ALWAYS,New Jersey,NEVER,0.016
34035,ALWAYS,New Jersey,RARELY,0.027
34035,ALWAYS,New Jersey,SOMETIMES,0.046
34035,ALWAYS,New Jersey,FREQUENTLY,0.12
34035,ALWAYS,New Jersey,ALWAYS,0.791
34037,ALWAYS,New Jersey,NEVER,0.02
34037,ALWAYS,New Jersey,RARELY,0.026
34037,ALWAYS,New Jersey,SOMETIMES,0.029
34037,ALWAYS,New Jersey,FREQUENTLY,0.205
34037,ALWAYS,New Jersey,ALWAYS,0.72
34039,ALWAYS,New Jersey,NEVER,0.012
34039,ALWAYS,New Jersey,RARELY,0.011
34039,ALWAYS,New Jersey,SOMETIMES,0.059
34039,ALWAYS,New Jersey,FREQUENTLY,0.202
34039,ALWAYS,New Jersey,ALWAYS,0.716
34041,ALWAYS,New Jersey,NEVER,0.035
34041,ALWAYS,New Jersey,RARELY,0.02
34041,ALWAYS,New Jersey,SOMETIMES,0.044
34041,ALWAYS,New Jersey,FREQUENTLY,0.152
34041,ALWAYS,New Jersey,ALWAYS,0.749
36001,ALWAYS,New York,NEVER,0.006
36001,ALWAYS,New York,RARELY,0.012
36001,ALWAYS,New York,SOMETIMES,0.052
36001,ALWAYS,New York,FREQUENTLY,0.142
36001,ALWAYS,New York,ALWAYS,0.788
36003,ALWAYS,New York,NEVER,0.062
36003,ALWAYS,New York,RARELY,0.015
36003,ALWAYS,New York,SOMETIMES,0.028
36003,ALWAYS,New York,FREQUENTLY,0.124
36003,ALWAYS,New York,ALWAYS,0.771
36005,ALWAYS,New York,NEVER,0.043
36005,ALWAYS,New York,RARELY,0.013
36005,ALWAYS,New York,SOMETIMES,0.066
36005,ALWAYS,New York,FREQUENTLY,0.136
36005,ALWAYS,New York,ALWAYS,0.742
36007,ALWAYS,New York,NEVER,0.044
36007,ALWAYS,New York,RARELY,0.028
36007,ALWAYS,New York,SOMETIMES,0.051
36007,ALWAYS,New York,FREQUENTLY,0.066
36007,ALWAYS,New York,ALWAYS,0.812
36009,ALWAYS,New York,NEVER,0.015
36009,ALWAYS,New York,RARELY,0.013
36009,ALWAYS,New York,SOMETIMES,0.024
36009,ALWAYS,New York,FREQUENTLY,0.156
36009,ALWAYS,New York,ALWAYS,0.793
36011,ALWAYS,New York,NEVER,0
36011,ALWAYS,New York,RARELY,0.033
36011,ALWAYS,New York,SOMETIMES,0.072
36011,ALWAYS,New York,FREQUENTLY,0.162
36011,ALWAYS,New York,ALWAYS,0.732
36013,ALWAYS,New York,NEVER,0.029
36013,ALWAYS,New York,RARELY,0.024
36013,ALWAYS,New York,SOMETIMES,0.038
36013,ALWAYS,New York,FREQUENTLY,0.206
36013,ALWAYS,New York,ALWAYS,0.703
36015,ALWAYS,New York,NEVER,0.012
36015,ALWAYS,New York,RARELY,0.046
36015,ALWAYS,New York,SOMETIMES,0.092
36015,ALWAYS,New York,FREQUENTLY,0.256
36015,ALWAYS,New York,ALWAYS,0.594
36017,ALWAYS,New York,NEVER,0.048
36017,ALWAYS,New York,RARELY,0.045
36017,ALWAYS,New York,SOMETIMES,0.015
36017,ALWAYS,New York,FREQUENTLY,0.156
36017,ALWAYS,New York,ALWAYS,0.735
36019,ALWAYS,New York,NEVER,0.017
36019,ALWAYS,New York,RARELY,0.024
36019,ALWAYS,New York,SOMETIMES,0.102
36019,ALWAYS,New York,FREQUENTLY,0.084
36019,ALWAYS,New York,ALWAYS,0.773
36021,ALWAYS,New York,NEVER,0.014
36021,ALWAYS,New York,RARELY,0.004
36021,ALWAYS,New York,SOMETIMES,0.029
36021,ALWAYS,New York,FREQUENTLY,0.104
36021,ALWAYS,New York,ALWAYS,0.848
36023,ALWAYS,New York,NEVER,0.001
36023,ALWAYS,New York,RARELY,0.062
36023,ALWAYS,New York,SOMETIMES,0.015
36023,ALWAYS,New York,FREQUENTLY,0.118
36023,ALWAYS,New York,ALWAYS,0.803
36025,ALWAYS,New York,NEVER,0.057
36025,ALWAYS,New York,RARELY,0.053
36025,ALWAYS,New York,SOMETIMES,0.034
36025,ALWAYS,New York,FREQUENTLY,0.112
36025,ALWAYS,New York,ALWAYS,0.744
36027,ALWAYS,New York,NEVER,0.007
36027,ALWAYS,New York,RARELY,0.009
36027,ALWAYS,New York,SOMETIMES,0.031
36027,ALWAYS,New York,FREQUENTLY,0.099
36027,ALWAYS,New York,ALWAYS,0.854
36029,ALWAYS,New York,NEVER,0.018
36029,ALWAYS,New York,RARELY,0.014
36029,ALWAYS,New York,SOMETIMES,0.04
36029,ALWAYS,New York,FREQUENTLY,0.161
36029,ALWAYS,New York,ALWAYS,0.766
36031,ALWAYS,New York,NEVER,0.05
36031,ALWAYS,New York,RARELY,0.05
36031,ALWAYS,New York,SOMETIMES,0.057
36031,ALWAYS,New York,FREQUENTLY,0.107
36031,ALWAYS,New York,ALWAYS,0.736
36033,ALWAYS,New York,NEVER,0.026
36033,ALWAYS,New York,RARELY,0.027
36033,ALWAYS,New York,SOMETIMES,0.117
36033,ALWAYS,New York,FREQUENTLY,0.097
36033,ALWAYS,New York,ALWAYS,0.733
36035,ALWAYS,New York,NEVER,0.078
36035,ALWAYS,New York,RARELY,0.015
36035,ALWAYS,New York,SOMETIMES,0.06
36035,ALWAYS,New York,FREQUENTLY,0.118
36035,ALWAYS,New York,ALWAYS,0.729
36037,ALWAYS,New York,NEVER,0.001
36037,ALWAYS,New York,RARELY,0.017
36037,ALWAYS,New York,SOMETIMES,0.015
36037,ALWAYS,New York,FREQUENTLY,0.187
36037,ALWAYS,New York,ALWAYS,0.781
36039,ALWAYS,New York,NEVER,0.022
36039,ALWAYS,New York,RARELY,0.014
36039,ALWAYS,New York,SOMETIMES,0.03
36039,ALWAYS,New York,FREQUENTLY,0.146
36039,ALWAYS,New York,ALWAYS,0.788
36041,ALWAYS,New York,NEVER,0.042
36041,ALWAYS,New York,RARELY,0.024
36041,ALWAYS,New York,SOMETIMES,0.053
36041,ALWAYS,New York,FREQUENTLY,0.229
36041,ALWAYS,New York,ALWAYS,0.653
36043,ALWAYS,New York,NEVER,0.015
36043,ALWAYS,New York,RARELY,0.026
36043,ALWAYS,New York,SOMETIMES,0.042
36043,ALWAYS,New York,FREQUENTLY,0.158
36043,ALWAYS,New York,ALWAYS,0.758
36045,ALWAYS,New York,NEVER,0.008
36045,ALWAYS,New York,RARELY,0.058
36045,ALWAYS,New York,SOMETIMES,0.038
36045,ALWAYS,New York,FREQUENTLY,0.116
36045,ALWAYS,New York,ALWAYS,0.78
36047,ALWAYS,New York,NEVER,0.035
36047,ALWAYS,New York,RARELY,0.034
36047,ALWAYS,New York,SOMETIMES,0.058
36047,ALWAYS,New York,FREQUENTLY,0.141
36047,ALWAYS,New York,ALWAYS,0.732
36049,ALWAYS,New York,NEVER,0.069
36049,ALWAYS,New York,RARELY,0.036
36049,ALWAYS,New York,SOMETIMES,0.02
36049,ALWAYS,New York,FREQUENTLY,0.11
36049,ALWAYS,New York,ALWAYS,0.765
36051,ALWAYS,New York,NEVER,0.011
36051,ALWAYS,New York,RARELY,0.034
36051,ALWAYS,New York,SOMETIMES,0.009
36051,ALWAYS,New York,FREQUENTLY,0.111
36051,ALWAYS,New York,ALWAYS,0.835
36053,ALWAYS,New York,NEVER,0.003
36053,ALWAYS,New York,RARELY,0.015
36053,ALWAYS,New York,SOMETIMES,0.043
36053,ALWAYS,New York,FREQUENTLY,0.107
36053,ALWAYS,New York,ALWAYS,0.832
36055,ALWAYS,New York,NEVER,0.018
36055,ALWAYS,New York,RARELY,0.012
36055,ALWAYS,New York,SOMETIMES,0.056
36055,ALWAYS,New York,FREQUENTLY,0.129
36055,ALWAYS,New York,ALWAYS,0.785
36057,ALWAYS,New York,NEVER,0.102
36057,ALWAYS,New York,RARELY,0.005
36057,ALWAYS,New York,SOMETIMES,0.054
36057,ALWAYS,New York,FREQUENTLY,0.09
36057,ALWAYS,New York,ALWAYS,0.749
36059,ALWAYS,New York,NEVER,0.017
36059,ALWAYS,New York,RARELY,0.018
36059,ALWAYS,New York,SOMETIMES,0.043
36059,ALWAYS,New York,FREQUENTLY,0.142
36059,ALWAYS,New York,ALWAYS,0.779
36061,ALWAYS,New York,NEVER,0.02
36061,ALWAYS,New York,RARELY,0.016
36061,ALWAYS,New York,SOMETIMES,0.04
36061,ALWAYS,New York,FREQUENTLY,0.121
36061,ALWAYS,New York,ALWAYS,0.803
36063,ALWAYS,New York,NEVER,0.001
36063,ALWAYS,New York,RARELY,0.028
36063,ALWAYS,New York,SOMETIMES,0.037
36063,ALWAYS,New York,FREQUENTLY,0.204
36063,ALWAYS,New York,ALWAYS,0.73
36065,ALWAYS,New York,NEVER,0.016
36065,ALWAYS,New York,RARELY,0.025
36065,ALWAYS,New York,SOMETIMES,0.033
36065,ALWAYS,New York,FREQUENTLY,0.153
36065,ALWAYS,New York,ALWAYS,0.774
36067,ALWAYS,New York,NEVER,0.019
36067,ALWAYS,New York,RARELY,0.008
36067,ALWAYS,New York,SOMETIMES,0.054
36067,ALWAYS,New York,FREQUENTLY,0.163
36067,ALWAYS,New York,ALWAYS,0.756
36069,ALWAYS,New York,NEVER,0.001
36069,ALWAYS,New York,RARELY,0.012
36069,ALWAYS,New York,SOMETIMES,0.031
36069,ALWAYS,New York,FREQUENTLY,0.107
36069,ALWAYS,New York,ALWAYS,0.849
36071,ALWAYS,New York,NEVER,0.023
36071,ALWAYS,New York,RARELY,0.008
36071,ALWAYS,New York,SOMETIMES,0.042
36071,ALWAYS,New York,FREQUENTLY,0.18
36071,ALWAYS,New York,ALWAYS,0.746
36073,ALWAYS,New York,NEVER,0.001
36073,ALWAYS,New York,RARELY,0.033
36073,ALWAYS,New York,SOMETIMES,0.059
36073,ALWAYS,New York,FREQUENTLY,0.213
36073,ALWAYS,New York,ALWAYS,0.693
36075,ALWAYS,New York,NEVER,0.017
36075,ALWAYS,New York,RARELY,0.003
36075,ALWAYS,New York,SOMETIMES,0.094
36075,ALWAYS,New York,FREQUENTLY,0.119
36075,ALWAYS,New York,ALWAYS,0.766
36077,ALWAYS,New York,NEVER,0.032
36077,ALWAYS,New York,RARELY,0.065
36077,ALWAYS,New York,SOMETIMES,0.027
36077,ALWAYS,New York,FREQUENTLY,0.096
36077,ALWAYS,New York,ALWAYS,0.779
36079,ALWAYS,New York,NEVER,0.003
36079,ALWAYS,New York,RARELY,0.018
36079,ALWAYS,New York,SOMETIMES,0.022
36079,ALWAYS,New York,FREQUENTLY,0.105
36079,ALWAYS,New York,ALWAYS,0.852
36081,ALWAYS,New York,NEVER,0.022
36081,ALWAYS,New York,RARELY,0.023
36081,ALWAYS,New York,SOMETIMES,0.068
36081,ALWAYS,New York,FREQUENTLY,0.136
36081,ALWAYS,New York,ALWAYS,0.751
36083,ALWAYS,New York,NEVER,0.018
36083,ALWAYS,New York,RARELY,0.018
36083,ALWAYS,New York,SOMETIMES,0.073
36083,ALWAYS,New York,FREQUENTLY,0.14
36083,ALWAYS,New York,ALWAYS,0.751
36085,ALWAYS,New York,NEVER,0.033
36085,ALWAYS,New York,RARELY,0.015
36085,ALWAYS,New York,SOMETIMES,0.046
36085,ALWAYS,New York,FREQUENTLY,0.178
36085,ALWAYS,New York,ALWAYS,0.728
36087,ALWAYS,New York,NEVER,0.011
36087,ALWAYS,New York,RARELY,0.018
36087,ALWAYS,New York,SOMETIMES,0.054
36087,ALWAYS,New York,FREQUENTLY,0.195
36087,ALWAYS,New York,ALWAYS,0.722
36089,ALWAYS,New York,NEVER,0.027
36089,ALWAYS,New York,RARELY,0.029
36089,ALWAYS,New York,SOMETIMES,0.095
36089,ALWAYS,New York,FREQUENTLY,0.149
36089,ALWAYS,New York,ALWAYS,0.701
36091,ALWAYS,New York,NEVER,0.02
36091,ALWAYS,New York,RARELY,0.012
36091,ALWAYS,New York,SOMETIMES,0.062
36091,ALWAYS,New York,FREQUENTLY,0.156
36091,ALWAYS,New York,ALWAYS,0.751
36093,ALWAYS,New York,NEVER,0.04
36093,ALWAYS,New York,RARELY,0.007
36093,ALWAYS,New York,SOMETIMES,0.051
36093,ALWAYS,New York,FREQUENTLY,0.06
36093,ALWAYS,New York,ALWAYS,0.841
36095,ALWAYS,New York,NEVER,0.007
36095,ALWAYS,New York,RARELY,0.02
36095,ALWAYS,New York,SOMETIMES,0.04
36095,ALWAYS,New York,FREQUENTLY,0.108
36095,ALWAYS,New York,ALWAYS,0.825
36097,ALWAYS,New York,NEVER,0.01
36097,ALWAYS,New York,RARELY,0.009
36097,ALWAYS,New York,SOMETIMES,0.071
36097,ALWAYS,New York,FREQUENTLY,0.239
36097,ALWAYS,New York,ALWAYS,0.67
36099,ALWAYS,New York,NEVER,0.001
36099,ALWAYS,New York,RARELY,0.012
36099,ALWAYS,New York,SOMETIMES,0.042
36099,ALWAYS,New York,FREQUENTLY,0.082
36099,ALWAYS,New York,ALWAYS,0.864
36101,ALWAYS,New York,NEVER,0.036
36101,ALWAYS,New York,RARELY,0.031
36101,ALWAYS,New York,SOMETIMES,0.057
36101,ALWAYS,New York,FREQUENTLY,0.201
36101,ALWAYS,New York,ALWAYS,0.674
36103,ALWAYS,New York,NEVER,0.04
36103,ALWAYS,New York,RARELY,0.019
36103,ALWAYS,New York,SOMETIMES,0.053
36103,ALWAYS,New York,FREQUENTLY,0.106
36103,ALWAYS,New York,ALWAYS,0.782
36105,ALWAYS,New York,NEVER,0.024
36105,ALWAYS,New York,RARELY,0.03
36105,ALWAYS,New York,SOMETIMES,0.043
36105,ALWAYS,New York,FREQUENTLY,0.085
36105,ALWAYS,New York,ALWAYS,0.817
36107,ALWAYS,New York,NEVER,0.019
36107,ALWAYS,New York,RARELY,0.011
36107,ALWAYS,New York,SOMETIMES,0.018
36107,ALWAYS,New York,FREQUENTLY,0.114
36107,ALWAYS,New York,ALWAYS,0.839
36109,ALWAYS,New York,NEVER,0.012
36109,ALWAYS,New York,RARELY,0.01
36109,ALWAYS,New York,SOMETIMES,0.046
36109,ALWAYS,New York,FREQUENTLY,0.098
36109,ALWAYS,New York,ALWAYS,0.833
36111,ALWAYS,New York,NEVER,0.014
36111,ALWAYS,New York,RARELY,0.023
36111,ALWAYS,New York,SOMETIMES,0.045
36111,ALWAYS,New York,FREQUENTLY,0.1
36111,ALWAYS,New York,ALWAYS,0.818
36113,ALWAYS,New York,NEVER,0.026
36113,ALWAYS,New York,RARELY,0.018
36113,ALWAYS,New York,SOMETIMES,0.104
36113,ALWAYS,New York,FREQUENTLY,0.13
36113,ALWAYS,New York,ALWAYS,0.723
36115,ALWAYS,New York,NEVER,0.026
36115,ALWAYS,New York,RARELY,0.027
36115,ALWAYS,New York,SOMETIMES,0.135
36115,ALWAYS,New York,FREQUENTLY,0.138
36115,ALWAYS,New York,ALWAYS,0.673
36117,ALWAYS,New York,NEVER,0.001
36117,ALWAYS,New York,RARELY,0.016
36117,ALWAYS,New York,SOMETIMES,0.061
36117,ALWAYS,New York,FREQUENTLY,0.132
36117,ALWAYS,New York,ALWAYS,0.789
36119,ALWAYS,New York,NEVER,0.025
36119,ALWAYS,New York,RARELY,0.018
36119,ALWAYS,New York,SOMETIMES,0.044
36119,ALWAYS,New York,FREQUENTLY,0.115
36119,ALWAYS,New York,ALWAYS,0.798
36121,ALWAYS,New York,NEVER,0.001
36121,ALWAYS,New York,RARELY,0.024
36121,ALWAYS,New York,SOMETIMES,0.008
36121,ALWAYS,New York,FREQUENTLY,0.107
36121,ALWAYS,New York,ALWAYS,0.861
36123,ALWAYS,New York,NEVER,0
36123,ALWAYS,New York,RARELY,0.006
36123,ALWAYS,New York,SOMETIMES,0.023
36123,ALWAYS,New York,FREQUENTLY,0.087
36123,ALWAYS,New York,ALWAYS,0.884
44001,ALWAYS,Rhode Island,NEVER,0.007
44001,ALWAYS,Rhode Island,RARELY,0.003
44001,ALWAYS,Rhode Island,SOMETIMES,0.02
44001,ALWAYS,Rhode Island,FREQUENTLY,0.143
44001,ALWAYS,Rhode Island,ALWAYS,0.827
44003,ALWAYS,Rhode Island,NEVER,0.016
44003,ALWAYS,Rhode Island,RARELY,0.003
44003,ALWAYS,Rhode Island,SOMETIMES,0.05
44003,ALWAYS,Rhode Island,FREQUENTLY,0.123
44003,ALWAYS,Rhode Island,ALWAYS,0.807
44005,ALWAYS,Rhode Island,NEVER,0.004
44005,ALWAYS,Rhode Island,RARELY,0.006
44005,ALWAYS,Rhode Island,SOMETIMES,0.046
44005,ALWAYS,Rhode Island,FREQUENTLY,0.129
44005,ALWAYS,Rhode Island,ALWAYS,0.815
44007,ALWAYS,Rhode Island,NEVER,0.022
44007,ALWAYS,Rhode Island,RARELY,0.014
44007,ALWAYS,Rhode Island,SOMETIMES,0.05
44007,ALWAYS,Rhode Island,FREQUENTLY,0.159
44007,ALWAYS,Rhode Island,ALWAYS,0.754
44009,ALWAYS,Rhode Island,NEVER,0.012
44009,ALWAYS,Rhode Island,RARELY,0.022
44009,ALWAYS,Rhode Island,SOMETIMES,0.034
44009,ALWAYS,Rhode Island,FREQUENTLY,0.126
44009,ALWAYS,Rhode Island,ALWAYS,0.807
